Indice,File,Diff_media
646,10000_01500_label_free.tif,29.179
647,10000_02000_label_free.tif,28.9757
648,10000_02500_label_free.tif,44.6783
649,10000_03000_label_free.tif,48.7152
650,10000_03500_label_free.tif,48.3896
651,10000_04000_label_free.tif,34.8113
652,10000_04500_label_free.tif,27.2533
653,10000_05000_label_free.tif,21.4201
654,10000_05500_label_free.tif,22.3448
655,10000_06000_label_free.tif,25.3369
656,10000_06500_label_free.tif,31.2335
657,10000_07000_label_free.tif,34.5033
658,10000_07500_label_free.tif,34.8227
659,10000_08000_label_free.tif,33.4403
660,10000_08500_label_free.tif,30.4214
661,10000_09000_label_free.tif,29.0583
662,10000_09500_label_free.tif,31.2432
663,10000_10000_label_free.tif,39.5203
664,10000_10500_label_free.tif,41.7158
665,10000_11000_label_free.tif,42.0666
666,10000_11500_label_free.tif,41.1897
667,10000_12000_label_free.tif,38.9431
668,10000_12500_label_free.tif,38.3332
669,10000_13000_label_free.tif,38.8232
670,10000_13500_label_free.tif,41.3509
671,10000_14000_label_free.tif,49.1733
672,10000_14500_label_free.tif,48.7341
673,10000_15000_label_free.tif,43.1966
674,10000_15500_label_free.tif,33.6337
675,10000_16000_label_free.tif,33.39
676,10000_16500_label_free.tif,32.2229
677,10000_17000_label_free.tif,32.2772
678,10000_17500_label_free.tif,38.8014
679,10000_18000_label_free.tif,50.2799
680,10000_18500_label_free.tif,54.8219
681,10000_19000_label_free.tif,47.0628
682,10000_19500_label_free.tif,36.287
683,10000_20000_label_free.tif,33.878
684,10500_00500_label_free.tif,24.9841
685,10500_01000_label_free.tif,30.21
686,10500_01500_label_free.tif,34.7612
687,10500_02000_label_free.tif,34.9209
688,10500_02500_label_free.tif,43.2093
689,10500_03000_label_free.tif,43.2063
690,10500_03500_label_free.tif,42.9943
691,10500_04000_label_free.tif,33.5317
692,10500_04500_label_free.tif,23.8951
693,10500_06000_label_free.tif,21.5398
694,10500_06500_label_free.tif,31.4823
695,10500_07000_label_free.tif,36.1545
696,10500_07500_label_free.tif,38.1239
697,10500_08000_label_free.tif,35.7197
698,10500_08500_label_free.tif,32.2716
699,10500_09000_label_free.tif,30.099
